id	year	title_eng	genre	translator_signature	translator_name	title	first_line	prose_or_verse	txt_version	source_title	place	volume	pages	source_type
"186"	1845	"Monody on the Death of the Right Hon. R. B. Sheridan, spoken at Drury-Lane Theatre, London"	"Стихи"	"б.п."	"NA"	"Элегия на смерть Р. Б. Шеридана, произнесённая на Дрюриленской сцене"	"Кто не чувствовал летним вечером"	"проза"	"NA"	"Литературная газета"	"NA"	"№ 33"	"С. 538"	"периодика"
"187"	1845	"Farewell! If Ever Fondest Prayer"	"Стихи"	"А. Григорьев"	"ГригорьевАА"	"Прости (Farewell). Из Байрона"	"Прости! и ежели другим"	"стихи"	"NA"	"Репертуар и Пантеон"	"NA"	"Т. 9. Кн. 3"	"С. 835"	"периодика"
"188"	1845	"Bright be the Place of Thy Soul"	"Стихи, Еврейские мелодии"	"С. Дуров"	"ДуровСФ"	"Мелодия (Из Байрона)"	"Да будет вечный мир с тобой"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 69. № 4"	"С. 158-159"	"периодика"
"189"	1845	"Impromtu, in Reply to a Friend"	"Стихи"	"Салтыков"	"СалтыковЩедринМЕ"	"Из Байрона"	"Когда печаль моя, как мрачное виденье"	"стихи"	"NA"	"Современник"	"NA"	"Т. 39. № 9"	"С. 306"	"периодика"
"191"	1846	"Child Harold’s Pilgrimage"	"Поэмы"	"А. Бржеский"	"БржескийАФ"	"Из Чайльд Гарольда"	"Корабль готов мой, мачта гнется"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 3. № 36"	"С. 577"	"периодика"
"192"	1846	"When We Two Parted"	"Стихи"	"С. Дуров"	"ДуровСФ"	"Когда прощались мы с тобой"	"Когда прощались мы с тобой"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 2. № 17"	"С. 273"	"периодика"
"193"	1846	"Oh, Weep for Those"	"Стихи; Еврейские мелодии"	"С. Дуров"	"ДуровСФ"	"Мелодия (из Байрона)"	"О, плачьте над судьбой отверженных племен"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 2. № 18"	"С. 289"	"периодика"
"194"	1846	"The Dream"	"Стихи"	"С. Дуров"	"ДуровСФ"	"Сон (Из Байрона)"	"Жизнь двойственна: Наш сон, как жизнь, имеет"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 3. № 37"	"С. 579-580"	"периодика"
"195"	1846	"Impromtu, in Reply to a Friend"	"Стихи"	"С. Дуров"	"ДуровСФ"	"Из Байрона"	"Когда из глубины души моей больной"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 3. № 39"	"С. 626"	"периодика"
"715"	1846	"The Prophecy of Dante"	"Поэмы"	"К. Картамышев"	"КартамышевКВ"	"Посвящение Итальянке"	"NA"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 2. № 28"	"NA"	"периодика"
"196"	1846	"Darkness"	"Стихи"	"Ив. Тургенева"	"ТургеневИС"	"Тьма (Из Байрона)"	"Я видел сон… не все в нем было сном"	"стихи"	"NA"	"Петербургский сборник"	"NA"	"NA"	"С. 501-503"	"периодика"
"198"	1847	"She Walks in Beauty"	"Стихи; Еврейские мелодии"	"Н. Берг"	"БергНВ"	"Л. Г. К. (Из Байрона). С. А. Юрьеву"	"Она идет, блистая красотою"	"стихи"	"NA"	"Московский городской листок"	"NA"	"№ 40"	"С. 162"	"периодика"
"199"	1847	"Lines Written in an Album at Malta"	"Стихи"	"NA"	"БржескийАФ"	"В альбом (из Байрона)"	"Как надпись на камне холодном гробнице"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 4. № 5"	"С. 79"	"периодика"
"200"	1847	"Bright be the Place of Thy Soul"	"Стихи, Еврейские мелодии"	"А. Григорьев"	"ГригорьевАА"	"Bright be the place of thy soul (Из Байрона)"	"Обитель души твоей будь"	"стихи"	"NA"	"Московский городской листок"	"NA"	"№ 166"	"С. 666"	"периодика"
"201"	1847	"NA"	"Стихи"	"А. дела Гарде"	"ДелаГардиА"	"Из Байрона. А. М….."	"Огонь полуденный в очах твоих разлился"	"стихи"	"NA"	"Литературная газета"	"NA"	"№ 48"	"С. 758"	"периодика"
"721"	1847	"Don Juan"	"NA"	"NA"	"NA"	"NA"	"Ветер, небо…"	"NA"	"NA"	"Литературная газета"	"NA"	"№ 35"	"NA"	"периодика"
"202"	1847	"If That High World"	"Стихи; Еврейские мелодии"	"Н. Жандр"	"ЖандрНП"	"Еврейская мелодия (из Байрона). 1"	"Ты плакала: тоски слеза"	"стихи"	"NA"	"Невский альманах"	"NA"	"NA"	"С. 207"	"периодика"
"203"	1847	"I Saw Thee Weep"	"Стихи; Еврейские мелодии"	"Н. Жандр"	"ЖандрНП"	"Еврейская мелодия (из Байрона). 2"	"О, если в высшем мире том"	"стихи"	"NA"	"Невский альманах"	"NA"	"NA"	"С. 207"	"периодика"
"204"	1847	"The Dream"	"Стихи"	"Д. Коптев"	"КоптевДИ"	"Сон (из Байрона)"	"Двудольна жизнь. У сна особый мир…"	"стихи"	"NA"	"Московский городской листок"	"NA"	"№ 283"	"С. 1132"	"периодика"
"205"	1847	"From the Portuguese"	"Стихи"	"NA"	"МихайловМЛ"	"Подражание португальскому (из Байрона)"	"В час упоительный блаженства и любви"	"стихи"	"NA"	"Иллюстрация"	"NA"	"Т. 4. № 4"	"С. 62"	"периодика"
"726"	1849	"NA"	"стихи"	"NA"	"NA"	"NA"	"Как надпись странная на камне гробовом"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 5. № 20"	"С. 318"	"периодика"
"206"	1849	"Lines Inscribed Upon a Cup Formed from a Skull"	"Стихи"	"В. Бенедиктов"	"БенедиктовВГ"	"Стихи, вырезанные на чаше, сделанной из черепа (из Б.)"	"Не трепещи! Не унывай…"	"стихи"	"NA"	"Сын отечества"	"NA"	"Кн. 6. № 6"	"С. 1-2"	"периодика"
"207"	1849	"Lines Inscribed Upon a Cup Formed from a Skull"	"Стихи"	"Н. Берг"	"БергНВ"	"Стихи, написанные Байроном на чаше, сделанной из черепа"	"Зачем трепещешь ты? Не думай…"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 6. № 23"	"С. 105-106"	"периодика"
"208"	1849	"The Dream"	"Стихи"	"В. Красов"	"КрасовВИ"	"Сон (из Байрона)"	"Жизнь наша двойственна"	"проза"	"NA"	"Отечественные записки"	"NA"	"Т. 63."	"С. 42-45"	"периодика"
"209"	1849	"Lines written in an Album at Malta"	"Стихи"	"NA"	"МейЛА"	"Из Байрона. В альбом"	"Как надпись странная на камне гробовом"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 5. № 20"	"С. 338"	"периодика"
"210"	1850	"Child Harold’s Pilgrimage"	"Поэмы"	"Н. Берг"	"БергНВ"	"Гладиатор (Из Байрона)"	"Я вижу: пал борец противником сраженный…"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 1. № 2"	"С. 185"	"периодика"
"211"	1850	"The Destruction of Sennacherib"	"Стихи, Еврейские мелодии"	"Брама"	"БрамаНИ"	"Из Байрона"	"Как хищные волки на мирное стадо"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 3. № 11"	"С. 138"	"периодика"
"212"	1850	"Child Harold’s Pilgrimage"	"Поэмы"	"К. Павлова"	"ПавловаКК"	"Начало IV главы Чальд-Гарольда (Перевод с Английского)"	"В Венеции мост вздохов подо мною"	"стихи"	"NA"	"Киевлянин"	"NA"	"Кн. 3"	"С. 203-206"	"периодика"
"213"	1850	"Farewell! If Ever Fondest Prayer"	"Стихи"	"Н. Спиглазов"	"СпиглазовН"	"Прости (Из Байрона)"	"Прости, прости! И если дней безбурных"	"стихи"	"NA"	"Современник"	"NA"	"Т. 21. № 5"	"С. 139"	"периодика"
"214"	1851	"Parisina"	"Поэмы"	"А. Григорьев"	"ГригорьевАА"	"Отрывок из Паризины Байрона [I-VI]"	"То час, когда из-за ветвей"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 4. № 13"	"С. 3-6"	"периодика"
"215"	1851	"Child Harold’s Pilgrimage"	"Поэмы"	"К. Картамышев"	"КартамышевКВ"	"Венеция (Из Байрона)"	"Невеста пышная полуденных зыбей"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 3. № 9-10"	"С. 53"	"периодика"
"216"	1851	"Maid of Athens, Ere We Part"	"Стихи"	"Н. Щербина"	"ЩербинаНФ"	"(Льву Ивановичу Арнольди)"	"Зоя милая, прощай!"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 75. № 3"	"С. 110"	"периодика"
"217"	1852	"On this Day I Complete my Thirty-Sixth Year"	"Стихи"	"Н. Гербель"	"ГербельНВ"	"Сегодня мне исполнилось 36 лет (Из Байрона)"	"О сердце, замолчи, пора забыть страданья…"	"стихи"	"NA"	"Современник"	"NA"	"Т. 35. № 9"	"С. 135-136"	"периодика"
"739"	1852	"On this Day I Complete my Thirty-Sixth Year"	"Стихи"	"Н. В. Гербель"	"ГербельНВ"	"Сегодня мне исполнилось 36 лет. Мисолонги. 23 января 1824 г."	"О сердце, замолчи, пора забыть страданья!"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 5. № 19"	"С. 113"	"периодика"
"219"	1852	"Impromtu, in Reply to a Friend"	"Стихи"	"Де-Ротула"	"ДеРотула"	"Из Байрона"	"Когда мое чело нахмурится тоскою"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 4. № 13"	"С. 16"	"периодика"
"220"	1852	"I Saw Thee Weep"	"Стихи, Еврейские мелодии"	"П. Жадовский"	"ЖадовскийПВ"	"Из Байрона"	"Я вижу, плачешь ты, и на лазури глаз"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 6. № 21"	"С. 20"	"периодика"
"221"	1852	"Don Juan"	"Поэмы"	"Дмитрий Мин. 6 апреля 1852"	"МинДЕ"	"Гибель испанского корабля Santa Trinidada. Из Байронова Дон Жуана"	"Корабль испанский, Santa Trinidada…"	"стихи"	"NA"	"Москвитянин"	"NA"	"Ч. 5. № 20"	"С. 191-212"	"периодика"
"222"	1853	"Stanzas to Augusta"	"Стихи"	"Л."	"ДружининАВ"	"То mistress Augusta Leigh (Из Байрона)"	"Хоть минули и счастье и слава"	"стихи"	"NA"	"Современник"	"NA"	"Т. 37. № 1"	"С. 5-6"	"периодика"
"223"	1854	"NA"	"Стихи"	"Н. Греков"	"ГрековНП"	"Элегия (Из Байрона)"	"О, если иногда средь светского волненья"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 97. № 12"	"С. 214-215"	"периодика"
"224"	1854	"Child Harold’s Pilgrimage"	"Поэмы"	"Н. Греков"	"ГрековНП"	"Море (Из Байрона)"	"Опять я на волных! Опять передо мною"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 97. № 12"	"С. 216-217"	"периодика"
"225"	1854	"Lines, On Hearing that Lady Byron Was Ill"	"Стихи"	"Л."	"ДружининАВ"	"Стихи, написанные при получении известия о болезни леди Байрон"	"Страдала ты — и не был я с тобою!.."	"стихи"	"NA"	"Современник"	"NA"	"Т. 43. № 1"	"С. 11-12"	"периодика"
"747"	1854	"Lines Written in an Album at Malta"	"Стихи"	"Ф. Тютчев"	"ТютчевФИ"	"В альбом друзьям (Из Л. Байрона)"	"Как медлит путника вниманье"	"стихи"	"NA"	"Современник"	"NA"	"№ 5"	"NA"	"периодика"
"748"	1855	"NA"	"Стихи"	"Н. Греков"	"ГрековНП"	"Прости!"	"Прости! О если здесь молба"	"стихи"	"NA"	"Пантеон."	"NA"	"Т. 22. № 8"	"С. 3"	"периодика"
"749"	1855	"NA"	"Стихи"	"Н. Греков"	"ГрековНП"	"Последние стихи"	"Нет, время погасить огонь"	"стихи"	"NA"	"Пантеон."	"NA"	"Т. 22. № 8"	"С. 4"	"периодика"
"226"	1856	"Stanzas to Augusta"	"Стихи"	"Л*."	"ДружининАВ"	"Из Байрона. То mistress Augusta Leigh"	"Хоть минули и счастье и слава"	"стихи"	"NA"	"Для легкого чтения. Повести, рассказы, комедии, путешествия и стихотворения современных русских писателей. Т.1"	"NA"	"NA"	"С. 171-172"	"периодика"
"227"	1856	"Lines, On Hearing that Lady Byron Was Ill"	"Стихи"	"Л*."	"ДружининАВ"	"Стихи, написанные при получении известия о болезни леди Байрон"	"Страдала ты — и не был я с тобою!.."	"стихи"	"NA"	"Для легкого чтения. Повести, рассказы, комедии, путешествия и стихотворения современных русских писателей. Т. 1"	"NA"	"NA"	"С. 173-174"	"периодика"
"228"	1856	"Darkness"	"Стихи"	"Тургенев И. С."	"ТургеневИС"	"Тьма (Из Байрона)"	"Я видел сон… не все в нем было сном"	"стихи"	"NA"	"Для легкого чтения. Повести, рассказы, комедии, путешествия и стихотворения современных русских писателей. Т.3"	"NA"	"NA"	"С. 213-616"	"периодика"
"753"	1856	"NA"	"Стихи"	"NA"	"ПоповВП"	"Если я иногда средь собранья людей"	"NA"	"стихи"	"NA"	"Сын отечества"	"NA"	"№ 32"	"NA"	"периодика"
"754"	1857	"NA"	"Стихи"	"Н. Павлов"	"ПавловНФ"	"Оставь меня"	"NA"	"стихи"	"NA"	"Молва"	"NA"	"№ 13"	"NA"	"периодика"
"229"	1857	"Stanzas to Augusta"	"Стихи"	"В. П. Попов. 10 февраля 1857"	"ПоповВП"	"Из Байрона. К Августе"	"Хоть пора моей славы промчалась"	"стихи"	"NA"	"Сын отечества"	"NA"	"№ 9"	"С. 209"	"периодика"
"230"	1857	"The Corsair"	"Поэмы"	"В. Попов"	"ПоповВП"	"Корсар. Трагедия в 3-х действиях"	"NA"	"проза и стихи"	"NA"	"Общезанимательный вестник"	"NA"	"Т. 2. № 19"	"С. 671-692"	"периодика"
"231"	1857	"When Coldness Wraps this Suffering Clay"	"Стихи, Еврейские мелодии"	"К. С."	"СлучевскийКК"	"Из Байрона (Еврейские мелодии). 1"	"Когда наш теплый труп по смерти остывает"	"стихи"	"NA"	"Общезанимательный вестник"	"NA"	"Т. 1. № 3"	"С. 118-119"	"периодика"
"232"	1857	"Oh, Shatched away in Beauty’s Bloom"	"Стихи; Еврейские мелодии"	"К. С."	"СлучевскийКК"	"Из Байрона (Еврейские мелодии). 2"	"Ты расстанешься с жизнию трудною"	"стихи"	"NA"	"Общезанимательный вестник"	"NA"	"Т. 1. № 3"	"С. 119"	"периодика"
"233"	1857	"NA"	"Стихи"	"К. С."	"СлучевскийКК"	"Стансы, из Байрона"	"Нам нельзя полуночных гуляний"	"стихи"	"NA"	"Общезанимательный вестник"	"NA"	"Т. 1. № 9"	"С. 350"	"периодика"
"234"	1858	"Manfred"	"Драматургия"	"Е. Зарин"	"ЗаринЕФ"	"Манфред. Драматическая поэма"	"NA"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 150. № 8"	"С. 1-46"	"периодика"
"235"	1858	"Mazeppa"	"Поэмы"	"Д. М-х-л"	"МихайловскийДЛ"	"Мазепа. Поэма"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 69. № 5"	"С. 5-30"	"периодика"
"236"	1858	"On this Day I Complete my Thirty-Sixth Year"	"Стихи"	"В. Попов"	"ПоповВП"	"Из Байрона"	"Пора тебе, сердце, в покое забыться"	"стихи"	"NA"	"Общезанимательный вестник"	"NA"	"Т. 1. № 9"	"С. 433"	"периодика"
"237"	1858	"Farewell! If Ever Fondest Prayer"	"Стихи"	"Н. Спиглазов"	"СпиглазовН"	"Прости"	"Прости, прости! И если дней безбурных..."	"стихи"	"NA"	"Ярославские губернские ведомости. Часть неофициальная"	"NA"	"№ 2"	"С. 14"	"периодика"
"239"	1859	"The Destruction of Sennacherib"	"Стихи, Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Поражение Сеннахерима (Из Байрона)"	"Как волки на стадо, враги набежали…"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 127. № 11"	"С. 244"	"периодика"
"765"	1859	"On this Day I Complete my Thirty-Sixth Year"	"Стихи"	"Н. В. Гербель"	"ГербельНВ"	"Сегодня мне исполнилось 36 лет. Мисолонги. 23 января 1824 г."	"О сердце, замолчи, пора забыть страданья!"	"стихи"	"NA"	"Детский журнал"	"NA"	"Т. 3. № 7"	"С. 67"	"периодика"
"766"	1859	"Remembrance"	"Стихи"	"А. Г."	"ГригорьевАА"	"Из Байрона"	"Все кончено! Мечты мои пропали"	"стихи"	"NA"	"Меркурий мод"	"NA"	"№ 10"	"С. 151"	"периодика"
"241"	1859	"Parisina"	"Поэмы"	"Ап. Григорьев"	"ГригорьевАА"	"Паризина. Поэма. (Посв. Н. А. Некрасову)"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 76. № 8"	"С. 175-198"	"периодика"
"242"	1859	"Oh, Weep for Those"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. Лорда Байрона. Посвящено Б. К……ой. 1."	"О, плачь за тех, которых тяжкий стон"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 153. № 2"	"С. 1"	"периодика"
"243"	1859	"I Saw Thee Weep"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. Лорда Байрона. Посвящено Б. К……ой. 2."	"Из глаз твоих слеза катилась"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 153. № 2"	"С. 1-2"	"периодика"
"244"	1859	"My Soul Is Dark"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. Лорда Байрона. Посвящено Б. К……ой. 3."	"Душа моя мрачна… О, пробеги рукой.."	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 153. № 2"	"С. 2"	"периодика"
"245"	1859	"Jephtha’s Daughter"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 4. Дочь Иеффая"	"Если смерть юной девы нужна…"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 154. № 3"	"С. 139-140"	"периодика"
"246"	1859	"Oh, Shatched away in Beauty’s Bloom"	"Стихи; Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 5."	"Во цвете юных лет, во цвете красоты"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 154. № 3"	"С. 140"	"периодика"
"247"	1859	"By the Rivers of Babylon"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 1."	"Мы у рек Вавилонских сидели в печали"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 156. № 7"	"С. 3"	"периодика"
"248"	1859	"Saul"	"Стихи; Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 2. Саул"	"Ты вызывать духов имеешь силу…"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 156. № 7"	"С. 4"	"периодика"
"249"	1859	"The Song of Saul before His Last Battle"	"Стихи; Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 3. Песнь Саула перед боем"	"О, вожди! Если выйдет на долю мою"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 156. № 7"	"С. 5"	"периодика"
"250"	1859	"A Spirit Pass’d Before Me"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 4.  Передо мной бесплотный дух предстал  (Из Иова)"	"Передо мной бесплотный дух предстал"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 156. № 7"	"С. 6"	"периодика"
"252"	1859	"The Destruction of Sennacherib"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 5. Поражение Сеннахериба"	"Ассирийцы на нас, словно волки, напали"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 156. № 7"	"С. 6-7"	"периодика"
"251"	1859	"On Jordan’s Banks"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 6."	"Близь священных тех мест, где течет Иордан…"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 156. № 7"	"С. 7-8"	"периодика"
"253"	1859	"All is Vanity, Saith the Preacher"	"Стихи, Еврейские мелодии"	"П. К...в"	"КозловПА"	"Еврейские мелодии. 7."	"Со славой и мудростью взял я в удел"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 156. № 7"	"С. 8"	"периодика"
"254"	1859	"Farewell! If Ever Fondest Prayer"	"Стихи"	"М. Лермонтов"	"ЛермонтовМЮ"	"Прости (Из Байрона)"	"Прости! Коль могут к небесам…"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 127. № 11"	"С. 253-254"	"периодика"
"781"	1859	"Oh, Weep for Those"	"Стихи; Еврейские мелодии"	"Дмитрий Мин"	"МинДЕ"	"Еврейская мелодия, из Байрона"	"Ах! Плачьте, как плакали мы на реках вавилонских"	"стихи"	"NA"	"Развлечение"	"NA"	"Т. 1. № 14"	"С. 157"	"периодика"
"256"	1859	"I Saw Thee Weep"	"Стихи, Еврейские мелодии"	"Д. М-х-л"	"МихайловскийДЛ"	"Еврейские мелодии (Из Байрона). 3. I saw thee weep"	"Ты плакала, когда слеза…"	"стихи"	"NA"	"Современник"	"NA"	"Т. 73. № 2"	"С. 471-472"	"периодика"
"257"	1859	"She Walks in Beauty"	"Стихи, Еврейские мелодии"	"Д. М-х-л"	"МихаловскийДЛ"	"Еврейские мелодии (Из Байрона). 1. She Walks in Beauty"	"Она идет в красе своей…"	"стихи"	"NA"	"Современник"	"NA"	"Т. 73. № 2"	"С. 470"	"периодика"
"258"	1859	"If That High World"	"Стихи, Еврейские мелодии"	"Д. М-х-л"	"МихаловскийДЛ"	"Еврейские мелодии (Из Байрона). 2. If That High World"	"О, если там за небесами…"	"стихи"	"NA"	"Современник"	"NA"	"Т. 73. № 2"	"С. 471"	"периодика"
"259"	1859	"Stanzas to Augusta"	"Стихи"	"Каролина Павлова"	"ПавловаКК"	"К … (Из лорда Байрона)"	"Хоть гроза неприязни и горя"	"стихи"	"NA"	"Русский вестник"	"NA"	"Т. 20. Март. Кн. 2"	"С. 347-348"	"периодика"
"786"	1859	"Child Harold’s Pilgrimage"	"Поэмы"	"П. Попов"	"ПоповП"	"Прощание Чайльд-Гарольда (Из Лорда Байрона)"	"Прости, прости, мой милый край родной!.."	"стихи"	"NA"	"Ярославские губернские ведомости. Часть неофициальная"	"NA"	"№ 39. 26 сентября"	"С. 290"	"периодика"
"787"	1859	"The Destruction of Sennacherib"	"Стихи; Еврейские мелодии"	"П. Синцов"	"СинцовПМ"	"Разрушение Сеннахериба (Из Байрона)"	"Идут Ассирьяне! Когорты их блещут…"	"стихи"	"NA"	"Вятские губернские ведомости. Часть неофициальная"	"NA"	"№ 9"	"С. 64-65"	"периодика"
"788"	1859	"NA"	"Стихи; Еврейские мелодии"	"С. Славутинский"	"СлавутинскийСТ"	"О боже! В купине неопалимой"	"NA"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 6"	"С. 328"	"периодика"
"262"	1859	"Thy Days are Done"	"Стихи, Еврейские мелодии"	"С. Славутинский"	"СлавутинскийСТ"	"Мелодия Байрона"	"Ты кончил трудный путь земной"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 6"	"С. 327"	"периодика"
"263"	1859	"The Destruction of Sennacherib"	"Стихи; Еврейские мелодии"	"Гр. А. Толстой"	"ТолстойАК"	"Из Байрона"	"Ассирияне шли, как на стадо волки"	"стихи"	"NA"	"Русская беседа"	"NA"	"Кн. 6"	"С. 3-4"	"периодика"
"265"	1860	"Mazeppa"	"Поэмы"	"И. Гогниев"	"ГогниевИЕ"	"Мазепа, повесть лорда Байрона"	"NA"	"стихи"	"NA"	"Драматический сборник"	"NA"	"Кн. 4"	"С. 1-32"	"периодика"
"266"	1860	"Farewell! If Ever Fondest Prayer"	"Стихи"	"Аполлон Григорьев"	"ГригорьевАА"	"Из Байрона. 1."	"Прощай! И если за других..."	"стихи"	"NA"	"Светоч"	"NA"	"№ 2"	"С. 8"	"периодика"
"267"	1860	"Bright Be the Place of Thy Soul"	"Стихи, Еврейские мелодии"	"Аполлон Григорьев"	"ГригорьевАА"	"Из Байрона. 2."	"Души твоей будь обитель светла!..."	"стихи"	"NA"	"Светоч"	"NA"	"№ 2"	"С. 9"	"периодика"
"268"	1860	"Marino Faliero"	"Драматургия"	"Е. Зарин"	"ЗаринЕФ"	"Сцена из трагедии Байрона: Марино Фальеро (Сцена 2, I-го акта). В комнате Дожа"	"NA"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 158. № 2"	"С. 1-14"	"периодика"
"269"	1860	"Sardanapalus"	"Драматургия"	"Е. Зарин"	"ЗаринЕФ"	"Сарданапал. Трагедия. Славному Гете"	"NA"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 162. № 12"	"С. 1-126"	"периодика"
"796"	1860	"Child Harold’s Pilgrimage"	"Поэмы"	"Л. Мей"	"МейЛА"	"Из Чайльд Гарольда"	"NA"	"стихи"	"NA"	"Сын отечества"	"NA"	"№ 11"	"С. 281"	"периодика"
"271"	1860	"Don Juan"	"Поэмы"	"Дмитрий Мин"	"МинДЕ"	"Ave Maria! (Из Байронова Дон-Жуана)"	"Окончен пир. Затихло ликованье…"	"стихи"	"NA"	"Развлечение"	"NA"	"Т. 3. № 2"	"С. 18"	"периодика"
"272"	1860	"Darkness"	"Стихи"	"Дмитрий Минаев"	"МинаевДД"	"Тьма (Байрона)"	"Я видел сон, но сном он будто не был"	"стихи"	"NA"	"Русский мир"	"NA"	"№ 75"	"С. 168-169"	"периодика"
"264"	1860	"Child Harold’s Pilgrimage"	"Поэмы"	"Мих. Михайлов"	"МихайловМЛ"	"Из Чайльд Гарольда"	"Прости, прости, мой край родной!.."	"стихи"	"NA"	"Современник"	"NA"	"Т. 83. № 10"	"С. 639-642"	"периодика"
"274"	1860	"Stanzas to Augusta"	"Стихи"	"К. Павлова"	"ПавловаКК"	"К *** (Из Байрона)"	"Хоть гроза неприязни и горя..."	"стихи"	"NA"	"Эротические стихотворения русских поэтов"	"NA"	"NA"	"С. 131-132"	"периодика"
"275"	1860	"Stanzas Written on the Road between Florence and  Pisa"	"Стихи"	"В. Попов"	"ПоповВП"	"Из Байрона (Стансы, написанные по дороге между Флоренцией и Пизой)"	"Что имя громкое в веках?"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 6"	"С. 302"	"периодика"
"276"	1861	"On Jordan’s Banks"	"Стихи; Еврейские мелодии"	"б.п."	"NA"	"Еврейские мелодии. Лорда Байрона. 1. На тихих брегах Иордана"	"На тихих брегах Иордана…"	"стихи"	"NA"	"Развлечение"	"NA"	"Т. 6. № 13 (38)"	"С. 145-146"	"периодика"
"277"	1861	"By the Rivers of Babylon"	"Стихи; Еврейские мелодии"	"б.п."	"NA"	"Еврейские мелодии. Лорда Байрона. 2. У рек Вавилонских"	"У рек вавилонских мы, плача, сидели…"	"стихи"	"NA"	"Развлечение"	"NA"	"Т. 6. № 14 (39)"	"С. 157"	"периодика"
"278"	1861	"Child Harold’s Pilgrimage"	"Поэмы"	"Н. Берг"	"БергНВ"	"[Подражание фрагменту IV песни «Чайльд-Гарольда»]"	"Катись, глубокий, синий, бесконечный…"	"стихи"	"NA"	"Наше время"	"NA"	"№ 26"	"С. 443"	"периодика"
"279"	1861	"NA"	"Стихи"	"Н. Греков"	"ГрековНП"	"Из Байрона"	"О, если мне, порой, в прекрасном сновиденьи"	"стихи"	"NA"	"Век"	"NA"	"№ 9"	"С. 316"	"периодика"
